CODDIS,CODDEP,IndPresidente,IndSenaNacion,IndDipuNacion,IndGobernador,IndSenaProvin,IndDipuProvin,IndDipuMunici,IndTribCuenta
"01","011","0","1","1","0","0","1","0","0"
"01","012","0","1","1","0","0","1","0","0"
"01","013","0","1","1","0","0","1","0","0"
"01","014","0","1","1","0","0","1","0","0"
"01","015","0","1","1","0","0","1","0","0"
"01","999","0","1","1","0","0","1","0","0"
"02","001","0","0","1","0","0","1","1","0"
"02","002","0","0","1","0","1","0","1","0"
"02","003","0","0","1","0","0","1","1","0"
"02","004","0","0","1","0","0","1","1","0"
"02","005","0","0","1","0","1","0","1","0"
"02","006","0","0","1","0","1","0","1","0"
"02","007","0","0","1","0","0","1","1","0"
"02","008","0","0","1","0","1","0","1","0"
"02","009","0","0","1","0","0","1","1","0"
"02","010","0","0","1","0","0","1","1","0"
"02","011","0","0","1","0","0","1","1","0"
"02","012","0","0","1","0","0","1","1","0"
"02","013","0","0","1","0","1","0","1","0"
"02","014","0","0","1","0","1","0","1","0"
"02","015","0","0","1","0","0","1","1","0"
"02","016","0","0","1","0","1","0","1","0"
"02","017","0","0","1","0","0","1","1","0"
"02","018","0","0","1","0","0","1","1","0"
"02","019","0","0","1","0","1","0","1","0"
"02","020","0","0","1","0","1","0","1","0"
"02","021","0","0","1","0","0","1","1","0"
"02","022","0","0","1","0","0","1","1","0"
"02","023","0","0","1","0","1","0","1","0"
"02","024","0","0","1","0","0","1","1","0"
"02","025","0","0","1","0","0","1","1","0"
"02","026","0","0","1","0","0","1","1","0"
"02","027","0","0","1","0","0","1","1","0"
"02","028","0","0","1","0","0","1","1","0"
"02","029","0","0","1","0","1","0","1","0"
"02","030","0","0","1","0","1","0","1","0"
"02","031","0","0","1","0","1","0","1","0"
"02","032","0","0","1","0","0","1","1","0"
"02","033","0","0","1","0","1","0","1","0"
"02","034","0","0","1","0","0","1","1","0"
"02","035","0","0","1","0","1","0","1","0"
"02","036","0","0","1","0","0","1","1","0"
"02","037","0","0","1","0","0","1","1","0"
"02","038","0","0","1","0","0","1","1","0"
"02","039","0","0","1","0","1","0","1","0"
"02","040","0","0","1","0","1","0","1","0"
"02","041","0","0","1","0","1","0","1","0"
"02","042","0","0","1","0","1","0","1","0"
"02","043","0","0","1","0","1","0","1","0"
"02","044","0","0","1","0","0","1","1","0"
"02","045","0","0","1","0","1","0","1","0"
"02","046","0","0","1","0","1","0","1","0"
"02","047","0","0","1","0","1","0","1","0"
"02","048","0","0","1","0","1","0","1","0"
"02","049","0","0","1","0","1","0","1","0"
"02","050","0","0","1","0","1","0","1","0"
"02","051","0","0","1","0","1","0","1","0"
"02","052","0","0","1","0","1","0","1","0"
"02","053","0","0","1","0","1","0","1","0"
"02","054","0","0","1","0","1","0","1","0"
"02","055","0","0","1","0","1","0","1","0"
"02","056","0","0","1","0","0","1","1","0"
"02","057","0","0","1","0","0","1","1","0"
"02","058","0","0","1","0","1","0","1","0"
"02","059","0","0","1","0","0","1","1","0"
"02","060","0","0","1","0","1","0","1","0"
"02","061","0","0","1","0","0","1","1","0"
"02","062","0","0","1","0","0","1","1","0"
"02","063","0","0","1","0","0","1","1","0"
"02","064","0","0","1","0","0","1","1","0"
"02","065","0","0","1","0","1","0","1","0"
"02","066","0","0","1","0","1","0","1","0"
"02","067","0","0","1","0","1","0","1","0"
"02","068","0","0","1","0","1","0","1","0"
"02","069","0","0","1","0","0","1","1","0"
"02","070","0","0","1","0","0","1","1","0"
"02","071","0","0","1","0","1","0","1","0"
"02","072","0","0","1","0","0","1","1","0"
"02","073","0","0","1","0","1","0","1","0"
"02","074","0","0","1","0","1","0","1","0"
"02","075","0","0","1","0","1","0","1","0"
"02","076","0","0","1","0","1","0","1","0"
"02","077","0","0","1","0","1","0","1","0"
"02","078","0","0","1","0","1","0","1","0"
"02","079","0","0","1","0","1","0","1","0"
"02","080","0","0","1","0","1","0","1","0"
"02","081","0","0","1","0","1","0","1","0"
"02","082","0","0","1","0","1","0","1","0"
"02","083","0","0","1","0","1","0","1","0"
"02","084","0","0","1","0","1","0","1","0"
"02","085","0","0","1","0","1","0","1","0"
"02","086","0","0","1","0","0","1","1","0"
"02","087","0","0","1","0","0","1","1","0"
"02","088","0","0","1","0","1","0","1","0"
"02","089","0","0","1","0","1","0","1","0"
"02","090","0","0","1","0","1","0","1","0"
"02","091","0","0","1","0","0","1","1","0"
"02","092","0","0","1","0","0","1","1","0"
"02","093","0","0","1","0","0","1","1","0"
"02","094","0","0","1","0","1","0","1","0"
"02","095","0","0","1","0","1","0","1","0"
"02","096","0","0","1","0","0","1","1","0"
"02","097","0","0","1","0","1","0","1","0"
"02","098","0","0","1","0","0","1","1","0"
"02","099","0","0","1","0","1","0","1","0"
"02","100","0","0","1","0","0","1","1","0"
"02","101","0","0","1","0","0","1","1","0"
"02","102","0","0","1","0","0","1","1","0"
"02","103","0","0","1","0","0","1","1","0"
"02","104","0","0","1","0","1","0","1","0"
"02","105","0","0","1","0","1","0","1","0"
"02","106","0","0","1","0","1","0","1","0"
"02","107","0","0","1","0","0","1","1","0"
"02","108","0","0","1","0","0","1","1","0"
"02","109","0","0","1","0","0","1","1","0"
"02","110","0","0","1","0","1","0","1","0"
"02","111","0","0","1","0","1","0","1","0"
"02","112","0","0","1","0","1","0","1","0"
"02","113","0","0","1","0","1","0","1","0"
"02","114","0","0","1","0","0","1","1","0"
"02","115","0","0","1","0","1","0","1","0"
"02","116","0","0","1","0","1","0","1","0"
"02","117","0","0","1","0","0","1","1","0"
"02","118","0","0","1","0","1","0","1","0"
"02","119","0","0","1","0","1","0","1","0"
"02","120","0","0","1","0","0","1","1","0"
"02","121","0","0","1","0","1","0","1","0"
"02","122","0","0","1","0","1","0","1","0"
"02","123","0","0","1","0","1","0","1","0"
"02","124","0","0","1","0","0","1","1","0"
"02","125","0","0","1","0","0","1","1","0"
"02","126","0","0","1","0","0","1","1","0"
"02","127","0","0","1","0","1","0","1","0"
